지점,지점명,일시,1.5M 정시 습도(%),10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),1.5M 정시 기온(°C),1.5M 정시 풍속(m/s),정시 지면온도(°C),정시 초상온도(°C),1.5M 정시 지중온도(°C),정시 누적 순복사(MJ/m2),정시 누적 전천복사(MJ/m2),정시 누적 반사복사(MJ/m2),정시 조도(10lux),정시 지하수위(cm),rain_mm
119,수원(농),2024-06-29 10:00:00,53.5,15.9,20.7,24.9,15.1,27.6,,33.9,36.7,20.4,,,,,,29.5
119,수원(농),2024-06-29 11:00:00,54.4,15.7,20.6,25.1,15.3,28.2,,36.0,38.0,20.4,,,,,,29.5
119,수원(농),2024-06-29 12:00:00,51.3,15.6,20.6,25.3,15.2,29.2,,40.5,39.6,20.4,,,,,,29.5
119,수원(농),2024-06-29 13:00:00,50.7,15.5,20.2,24.7,15.3,29.7,,38.9,37.7,20.4,,,,,,29.5
119,수원(농),2024-06-29 14:00:00,53.7,15.5,20.3,24.7,15.4,29.2,,34.4,32.3,20.4,,,,,,29.5
119,수원(농),2024-06-29 15:00:00,55.4,15.2,20.3,24.5,15.2,29.8,,37.8,38.4,20.4,,,,,,29.5
119,수원(농),2024-06-29 16:00:00,57.4,15.0,19.9,24.6,15.2,29.4,,34.9,34.0,20.4,,,,,,29.5
119,수원(농),2024-06-29 17:00:00,57.5,15.0,19.8,24.4,15.0,29.5,,32.6,32.1,20.4,,,,,,29.5
119,수원(농),2024-06-29 18:00:00,78.9,15.1,19.8,24.3,15.1,26.0,,28.2,24.3,20.4,,,,,,29.5
119,수원(농),2024-06-29 19:00:00,92.6,15.5,19.9,24.2,15.1,23.7,,25.9,23.5,20.3,,,,,,29.5
119,수원(농),2024-06-29 20:00:00,93.8,17.4,19.7,24.4,15.2,23.5,,25.2,23.4,20.3,,100.0,,,,29.5
119,수원(농),2024-06-29 21:00:00,96.0,47.4,45.2,42.6,29.9,23.0,,24.3,23.2,20.3,,,,,,29.5
119,수원(농),2024-06-29 22:00:00,96.4,47.6,44.3,46.9,57.8,23.0,,24.2,23.2,20.3,,,,,,29.5
119,수원(농),2024-06-29 23:00:00,96.4,47.7,44.5,47.2,56.6,23.3,,24.3,23.5,20.3,,,,,,29.5
119,수원(농),2024-06-30 00:00:00,96.0,48.1,44.5,46.8,57.0,23.9,,24.5,24.0,20.3,,,,,,17.3
119,수원(농),2024-06-30 01:00:00,94.7,48.3,44.7,46.7,57.1,24.3,,24.6,24.2,20.3,,,,,,17.3
119,수원(농),2024-06-30 02:00:00,90.9,48.7,45.0,46.7,56.6,24.8,,24.5,24.2,20.4,,,,,,17.3
119,수원(농),2024-06-30 03:00:00,94.4,48.3,45.3,46.6,57.4,24.2,,24.5,24.1,20.4,,,,,,17.3
119,수원(농),2024-06-30 04:00:00,91.5,48.7,44.8,46.8,55.9,24.0,,24.1,23.6,20.4,,,,,,17.3
119,수원(농),2024-06-30 05:00:00,93.0,48.7,44.2,46.4,56.6,23.7,,23.9,23.5,20.4,,,,,,17.3
119,수원(농),2024-06-30 06:00:00,93.6,48.2,45.2,46.3,56.5,23.6,,24.0,23.5,20.4,,,,,,17.3
119,수원(농),2024-06-30 07:00:00,90.0,49.0,45.0,46.6,56.8,23.5,,23.9,23.4,20.4,,,,,,17.3
119,수원(농),2024-06-30 08:00:00,89.2,49.2,45.1,47.0,57.4,23.0,,23.5,23.0,20.4,,,,,,17.3
119,수원(농),2024-06-30 09:00:00,91.5,49.0,45.6,46.8,57.7,22.5,,23.3,22.4,20.4,,,,,,17.3
119,수원(농),2024-06-30 10:00:00,87.7,49.4,45.6,46.7,58.3,23.1,,24.5,25.5,20.4,,,,,,17.3
119,수원(농),2024-06-30 11:00:00,80.9,49.5,45.5,47.2,57.9,24.1,,26.1,28.2,20.4,,,,,,17.3
119,수원(농),2024-06-30 12:00:00,80.1,49.6,45.7,47.2,58.4,24.0,,25.9,27.6,20.5,,,,,,17.3
119,수원(농),2024-06-30 13:00:00,76.8,49.1,45.7,47.1,59.0,24.8,,28.4,30.3,20.5,,,,,,17.3
119,수원(농),2024-06-30 14:00:00,77.7,49.2,46.1,46.9,58.0,24.5,,26.8,27.8,20.5,,,,,,17.3
119,수원(농),2024-06-30 15:00:00,77.3,49.4,45.9,47.4,58.4,24.6,,26.9,28.5,20.5,,,,,,17.3
119,수원(농),2024-06-30 16:00:00,80.5,49.1,46.1,47.4,58.3,24.2,,25.8,26.2,20.5,,,,,,17.3
119,수원(농),2024-06-30 17:00:00,81.0,49.1,45.9,47.7,57.5,24.3,,26.2,27.2,20.5,,,,,,17.3
119,수원(농),2024-06-30 18:00:00,81.5,48.8,45.9,46.9,58.4,24.5,,25.9,27.5,20.5,,,,,,17.3
119,수원(농),2024-06-30 19:00:00,82.6,48.7,45.9,47.3,57.5,24.2,,25.2,25.8,20.5,,,,,,17.3
119,수원(농),2024-06-30 20:00:00,83.1,48.8,46.6,47.4,56.9,23.8,,24.2,24.0,20.5,,,,,,17.3
119,수원(농),2024-06-30 21:00:00,86.3,48.4,46.4,47.3,57.4,22.9,,23.3,22.5,20.4,,100.0,,,,17.3
119,수원(농),2024-06-30 22:00:00,90.3,48.3,46.3,47.6,58.0,22.1,,22.5,20.6,20.4,,100.0,,,,17.3
119,수원(농),2024-06-30 23:00:00,92.5,48.1,46.5,47.4,57.5,21.4,,22.1,19.5,20.4,,100.0,,,,17.3
119,수원(농),2024-07-01 00:00:00,94.3,47.9,46.3,47.2,56.9,21.2,,22.0,19.7,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 01:00:00,94.0,48.0,46.5,47.6,58.8,21.3,,22.1,20.5,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 02:00:00,94.1,47.8,47.2,47.4,56.4,21.0,,21.8,19.7,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 03:00:00,95.0,47.7,46.4,46.9,57.1,20.7,,21.0,18.2,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 04:00:00,96.4,47.0,45.9,47.7,57.8,20.8,,21.8,21.0,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 05:00:00,94.2,47.4,47.2,47.8,56.7,21.1,,22.0,21.1,20.4,,100.0,,,,0.0
119,수원(농),2024-07-01 06:00:00,94.1,39.1,46.7,47.7,55.9,21.0,,22.1,21.2,20.5,,,,,,0.0
119,수원(농),2024-07-01 07:00:00,87.9,39.0,46.2,47.7,56.7,22.2,,22.3,24.8,20.5,,,,,,0.0
119,수원(농),2024-07-01 08:00:00,76.1,38.1,46.0,48.0,57.2,24.1,,25.9,31.1,20.6,,,,,,0.0
119,수원(농),2024-07-01 09:00:00,72.0,37.3,46.1,47.4,56.7,25.0,,29.7,34.8,20.6,,,,,,0.0
119,수원(농),2024-07-01 10:00:00,67.7,37.0,46.3,48.1,57.3,25.5,,29.8,32.6,20.6,,,,,,0.0
119,수원(농),2024-07-01 11:00:00,61.4,36.2,46.7,47.6,56.1,26.7,,32.5,35.3,20.6,,,,,,0.0
119,수원(농),2024-07-01 12:00:00,58.1,35.9,42.0,47.5,58.4,27.7,,36.1,39.9,20.6,,,,,,0.0
119,수원(농),2024-07-01 13:00:00,53.3,34.9,41.9,45.6,57.2,28.9,,38.5,44.3,20.6,,,,,,0.0
119,수원(농),2024-07-01 14:00:00,49.1,33.9,38.6,44.7,57.1,29.5,,38.0,40.5,20.6,,,,,,0.0
119,수원(농),2024-07-01 15:00:00,49.6,33.1,37.1,44.2,57.6,30.1,,37.6,43.0,20.6,,,,,,0.0
119,수원(농),2024-07-01 16:00:00,54.5,32.5,35.9,44.2,56.8,29.6,,36.5,40.2,20.6,,,,,,0.0
119,수원(농),2024-07-01 17:00:00,56.8,31.9,35.2,43.6,59.0,29.2,,34.0,37.8,20.6,,,,,,0.0
119,수원(농),2024-07-01 18:00:00,58.7,31.3,35.2,43.3,57.5,29.0,,30.5,34.2,20.6,,,,,,0.0
119,수원(농),2024-07-01 19:00:00,60.3,31.0,34.0,42.9,57.8,27.2,,27.3,28.2,20.6,,,,,,0.0
119,수원(농),2024-07-01 20:00:00,62.3,30.3,33.7,41.3,57.1,25.6,,25.6,24.5,20.5,,100.0,,,,0.0
119,수원(농),2024-07-01 21:00:00,73.1,30.5,34.0,40.5,57.6,24.1,,24.4,22.6,20.5,,100.0,,,,0.0
119,수원(농),2024-07-01 22:00:00,78.9,30.2,33.5,40.2,57.4,23.2,,23.9,21.6,20.5,,100.0,,,,0.0
119,수원(농),2024-07-01 23:00:00,83.2,29.9,33.1,40.1,56.6,22.8,,23.5,20.8,20.5,,100.0,,,,0.0
119,수원(농),2024-07-02 00:00:00,86.2,29.8,32.2,38.7,58.2,22.6,,23.2,21.4,20.5,,100.0,,,,62.7
119,수원(농),2024-07-02 01:00:00,87.4,29.2,33.2,39.1,58.8,22.2,,23.0,20.4,20.5,,100.0,,,,62.7
119,수원(농),2024-07-02 02:00:00,84.0,30.1,32.6,38.3,56.1,22.6,,23.0,21.0,20.5,,100.0,,,,62.7
119,수원(농),2024-07-02 03:00:00,86.3,29.1,32.4,38.6,54.9,22.3,,23.2,21.3,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 04:00:00,85.4,29.4,32.2,38.3,56.7,22.5,,23.2,21.5,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 05:00:00,80.5,29.3,32.0,37.9,55.8,23.9,,23.2,22.6,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 06:00:00,76.2,28.9,31.9,37.4,58.0,24.4,,23.1,23.6,20.6,,,,,,62.7
119,수원(농),2024-07-02 07:00:00,79.9,28.8,31.5,36.9,56.7,24.0,,23.2,22.3,20.6,,,,,,62.7
119,수원(농),2024-07-02 08:00:00,84.0,29.0,31.9,37.7,57.4,23.5,,23.1,22.2,20.6,,,,,,62.7
119,수원(농),2024-07-02 09:00:00,91.2,32.5,32.6,37.2,58.4,22.5,,23.1,22.1,20.6,,,,,,62.7
119,수원(농),2024-07-02 10:00:00,92.9,46.2,42.2,42.4,56.3,21.4,,22.5,21.3,20.5,,,,,,62.7
119,수원(농),2024-07-02 11:00:00,95.4,39.1,41.3,42.1,57.7,21.3,,22.0,21.5,20.6,,,,,,62.7
119,수원(농),2024-07-02 12:00:00,95.5,40.0,42.1,44.0,58.2,21.6,,22.7,22.1,20.6,,,,,,62.7
119,수원(농),2024-07-02 13:00:00,93.8,39.9,42.7,46.3,57.4,22.0,,23.1,22.2,20.6,,,,,,62.7
119,수원(농),2024-07-02 14:00:00,92.3,39.8,43.5,46.9,57.4,22.3,,23.2,22.3,20.6,,,,,,62.7
119,수원(농),2024-07-02 15:00:00,93.7,40.0,44.5,46.7,57.3,22.2,,23.4,22.6,20.6,,,,,,62.7
119,수원(농),2024-07-02 16:00:00,90.7,40.5,44.3,46.8,57.2,22.5,,23.2,22.5,20.6,,,,,,62.7
119,수원(농),2024-07-02 17:00:00,88.9,40.1,43.7,46.9,57.9,23.0,,23.5,23.3,20.6,,,,,,62.7
119,수원(농),2024-07-02 18:00:00,88.7,40.6,44.4,45.9,57.3,23.1,,23.3,23.0,20.6,,,,,,62.7
119,수원(농),2024-07-02 19:00:00,89.7,40.8,44.6,47.4,58.6,23.3,,23.3,22.9,20.6,,,,,,62.7
119,수원(농),2024-07-02 20:00:00,88.7,41.1,44.5,46.6,58.1,23.6,,23.3,22.9,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 21:00:00,88.8,40.6,44.6,46.8,57.2,23.7,,23.4,23.2,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 22:00:00,88.4,40.5,44.6,46.8,56.1,24.5,,23.5,23.6,20.6,,100.0,,,,62.7
119,수원(농),2024-07-02 23:00:00,89.7,41.0,45.1,47.2,58.3,24.4,,23.7,23.6,20.6,,100.0,,,,62.7
119,수원(농),2024-07-03 00:00:00,95.0,41.7,44.8,46.5,56.8,23.8,,23.7,23.8,20.7,,100.0,,,,0.9
119,수원(농),2024-07-03 01:00:00,92.7,41.4,45.0,47.3,56.1,24.7,,24.0,24.2,20.7,,100.0,,,,0.9
119,수원(농),2024-07-03 02:00:00,89.9,41.3,45.1,47.0,56.7,24.3,,23.7,23.6,20.6,,100.0,,,,0.9
119,수원(농),2024-07-03 03:00:00,89.5,41.2,45.1,46.6,57.3,24.1,,23.6,23.5,20.7,,,,,,0.9
119,수원(농),2024-07-03 04:00:00,87.2,41.2,45.5,47.0,55.8,24.0,,23.4,23.4,20.7,,,,,,0.9
119,수원(농),2024-07-03 05:00:00,86.1,41.7,45.2,47.1,57.8,23.8,,23.1,23.2,20.7,,,,,,0.9
119,수원(농),2024-07-03 06:00:00,86.1,41.4,45.0,47.0,57.1,23.6,,23.1,23.4,20.7,,,,,,0.9
119,수원(농),2024-07-03 07:00:00,85.9,41.3,45.0,46.6,57.3,23.6,,23.5,24.1,20.7,,,,,,0.9
119,수원(농),2024-07-03 08:00:00,79.5,41.4,45.8,47.2,55.7,24.8,,26.2,29.6,20.7,,,,,,0.9
119,수원(농),2024-07-03 09:00:00,80.8,42.2,45.7,47.1,56.2,24.1,,24.7,25.2,20.7,,,,,,0.9
119,수원(농),2024-07-03 10:00:00,79.6,41.8,46.0,47.2,57.9,24.4,,26.3,27.8,20.7,,,,,,0.9
119,수원(농),2024-07-03 11:00:00,72.8,41.6,45.5,47.3,57.3,25.6,,27.4,30.3,20.8,,,,,,0.9
119,수원(농),2024-07-03 12:00:00,67.8,41.7,45.5,47.4,57.6,26.0,,28.0,31.4,20.8,,,,,,0.9
119,수원(농),2024-07-03 13:00:00,72.8,41.8,45.7,47.9,57.4,25.1,,26.9,29.5,20.8,,,,,,0.9
119,수원(농),2024-07-03 14:00:00,67.2,41.6,46.2,47.2,57.5,26.6,,31.9,37.3,20.8,,,,,,0.9
119,수원(농),2024-07-03 15:00:00,70.3,41.6,45.7,47.5,57.8,27.0,,31.8,37.4,20.8,,,,,,0.9
119,수원(농),2024-07-03 16:00:00,77.1,42.1,46.8,48.0,58.0,25.8,,27.7,28.7,20.8,,,,,,0.9
119,수원(농),2024-07-03 17:00:00,75.5,41.5,45.6,47.1,57.3,26.1,,27.9,29.7,20.8,,,,,,0.9
119,수원(농),2024-07-03 18:00:00,78.2,41.4,45.3,47.8,57.7,25.8,,27.2,29.1,20.8,,,,,,0.9
119,수원(농),2024-07-03 19:00:00,82.5,41.8,46.2,47.7,57.1,24.8,,25.5,25.8,20.8,,,,,,0.9
119,수원(농),2024-07-03 20:00:00,86.2,41.4,45.7,46.7,57.7,24.3,,24.8,24.3,20.7,,,,,,0.9
119,수원(농),2024-07-03 21:00:00,88.0,41.8,46.2,47.6,57.8,23.9,,24.5,24.0,20.8,,100.0,,,,0.9
119,수원(농),2024-07-03 22:00:00,88.4,41.2,45.5,47.9,57.1,23.9,,24.3,23.9,20.8,,100.0,,,,0.9
119,수원(농),2024-07-03 23:00:00,88.1,41.8,45.8,47.8,55.9,24.0,,24.2,23.9,20.8,,100.0,,,,0.9
119,수원(농),2024-07-04 00:00:00,88.6,41.6,46.1,47.8,56.5,23.9,,23.9,23.8,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 01:00:00,88.4,41.8,45.7,46.9,57.7,23.6,,23.5,23.3,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 02:00:00,89.3,41.9,47.2,48.0,57.8,23.6,,23.5,23.5,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 03:00:00,88.7,41.8,46.8,48.5,58.3,23.4,,23.4,23.3,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 04:00:00,89.2,41.6,45.9,48.2,58.1,23.2,,23.3,23.2,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 05:00:00,90.2,41.5,46.2,48.1,56.7,23.0,,23.3,22.8,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 06:00:00,89.8,41.3,46.4,48.3,57.1,22.6,,22.8,22.5,20.8,,,,,,3.6
119,수원(농),2024-07-04 07:00:00,87.1,40.7,46.5,47.9,57.8,23.1,,24.0,25.5,20.8,,,,,,3.6
119,수원(농),2024-07-04 08:00:00,83.4,40.9,46.7,48.9,58.5,23.8,,24.9,26.7,20.8,,,,,,3.6
119,수원(농),2024-07-04 09:00:00,79.9,40.5,46.2,47.7,57.3,25.0,,27.0,31.2,20.9,,,,,,3.6
119,수원(농),2024-07-04 10:00:00,72.1,40.5,45.8,47.8,57.5,25.8,,29.6,34.2,20.9,,,,,,3.6
119,수원(농),2024-07-04 11:00:00,68.3,40.0,45.4,48.3,57.6,27.1,,31.1,36.2,20.9,,,,,,3.6
119,수원(농),2024-07-04 12:00:00,66.3,39.4,45.2,48.1,55.8,27.6,,32.8,37.3,20.9,,,,,,3.6
119,수원(농),2024-07-04 13:00:00,62.6,37.7,45.7,47.7,57.7,28.8,,35.3,41.3,20.9,,,,,,3.6
119,수원(농),2024-07-04 14:00:00,61.3,37.7,45.3,47.7,58.4,29.7,,36.3,42.7,20.9,,,,,,3.6
119,수원(농),2024-07-04 15:00:00,59.8,36.2,44.9,47.5,57.3,30.3,,36.4,43.5,20.9,,,,,,3.6
119,수원(농),2024-07-04 16:00:00,60.9,36.1,44.1,48.7,59.1,29.4,,30.0,32.4,20.9,,,,,,3.6
119,수원(농),2024-07-04 17:00:00,61.1,35.2,43.4,48.5,58.5,29.1,,28.4,31.1,20.9,,,,,,3.6
119,수원(농),2024-07-04 18:00:00,61.8,35.1,43.3,48.6,58.4,29.0,,27.4,30.8,20.9,,,,,,3.6
119,수원(농),2024-07-04 19:00:00,67.5,35.1,43.1,49.0,59.1,28.9,,26.6,29.2,20.9,,,,,,3.6
119,수원(농),2024-07-04 20:00:00,70.2,34.3,42.4,47.8,56.6,28.7,,26.0,28.4,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 21:00:00,73.2,34.3,42.5,48.8,58.3,28.7,,26.2,28.5,20.8,,100.0,,,,3.6
119,수원(농),2024-07-04 22:00:00,73.9,34.1,41.1,47.9,58.5,27.9,,25.7,27.8,20.9,,100.0,,,,3.6
119,수원(농),2024-07-04 23:00:00,85.2,34.5,39.7,48.3,57.7,26.0,,25.4,24.8,20.8,,100.0,,,,3.6
119,수원(농),2024-07-05 00:00:00,91.7,40.2,43.6,47.8,58.0,24.8,,25.0,24.5,20.8,,,,,,4.2
119,수원(농),2024-07-05 01:00:00,90.3,41.0,44.3,49.3,58.6,24.3,,24.4,23.7,20.8,,,,,,4.2
119,수원(농),2024-07-05 02:00:00,87.8,40.7,44.9,49.2,57.4,23.8,,23.9,23.0,20.8,,,,,,4.2
119,수원(농),2024-07-05 03:00:00,85.6,40.1,45.8,48.9,57.1,22.9,,23.1,22.2,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 04:00:00,89.7,40.6,46.3,49.0,56.8,21.7,,22.5,21.2,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 05:00:00,92.0,40.9,47.1,49.9,58.0,21.3,,22.2,21.1,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 06:00:00,94.9,41.0,46.8,48.8,56.8,20.9,,22.2,21.1,20.8,,,,,,4.2
119,수원(농),2024-07-05 07:00:00,93.7,41.1,46.6,49.5,58.2,20.8,,22.2,21.0,20.8,,,,,,4.2
119,수원(농),2024-07-05 08:00:00,93.0,41.3,47.8,49.8,57.9,21.1,,22.4,21.3,20.8,,,,,,4.2
119,수원(농),2024-07-05 09:00:00,88.6,41.7,47.0,49.8,57.8,21.7,,23.5,22.6,20.8,,,,,,4.2
119,수원(농),2024-07-05 10:00:00,87.9,41.6,47.8,49.9,58.4,21.7,,23.7,22.8,20.8,,,,,,4.2
119,수원(농),2024-07-05 11:00:00,83.4,41.6,47.7,49.9,57.5,22.3,,24.4,24.0,20.8,,,,,,4.2
119,수원(농),2024-07-05 12:00:00,81.0,41.9,47.7,50.0,58.3,23.2,,26.0,26.9,20.9,,,,,,4.2
119,수원(농),2024-07-05 13:00:00,78.6,41.7,48.1,50.1,57.4,23.8,,27.8,29.7,20.9,,,,,,4.2
119,수원(농),2024-07-05 14:00:00,74.2,41.8,47.8,50.2,58.5,24.7,,30.3,31.5,20.9,,,,,,4.2
119,수원(농),2024-07-05 15:00:00,70.8,41.7,48.1,49.9,57.4,25.1,,30.0,32.6,20.9,,,,,,4.2
119,수원(농),2024-07-05 16:00:00,68.2,42.0,47.8,49.7,57.9,25.6,,30.2,32.6,20.9,,,,,,4.2
119,수원(농),2024-07-05 17:00:00,69.1,42.1,47.9,50.1,57.6,25.3,,29.2,31.2,20.9,,,,,,4.2
119,수원(농),2024-07-05 18:00:00,69.0,42.1,48.2,49.4,57.4,24.9,,27.1,28.2,20.9,,,,,,4.2
119,수원(농),2024-07-05 19:00:00,72.6,42.3,48.0,49.6,57.5,24.4,,25.7,25.9,20.8,,,,,,4.2
119,수원(농),2024-07-05 20:00:00,77.1,41.8,48.1,48.7,58.6,23.5,,24.3,22.3,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 21:00:00,81.0,42.2,47.9,49.3,57.3,22.8,,23.6,21.0,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 22:00:00,84.3,42.5,47.7,49.2,58.2,22.4,,23.1,20.7,20.8,,100.0,,,,4.2
119,수원(농),2024-07-05 23:00:00,86.3,41.9,47.6,49.2,57.1,22.1,,22.8,20.6,20.8,,100.0,,,,4.2
119,수원(농),2024-07-06 00:00:00,86.8,42.0,48.4,49.3,58.2,22.0,,22.8,20.8,20.8,,100.0,,,,11.8
119,수원(농),2024-07-06 01:00:00,88.7,42.0,48.5,49.3,56.6,21.7,,22.4,20.3,20.8,,100.0,,,,11.8
119,수원(농),2024-07-06 02:00:00,90.1,41.8,48.1,49.4,57.6,21.6,,22.3,20.4,20.8,,100.0,,,,11.8
119,수원(농),2024-07-06 03:00:00,92.5,42.0,48.3,49.4,58.2,21.9,,22.6,21.5,20.8,,100.0,,,,11.8
119,수원(농),2024-07-06 04:00:00,94.3,46.3,48.1,50.3,57.8,21.9,,22.5,21.7,20.8,,100.0,,,,11.8
119,수원(농),2024-07-06 05:00:00,96.4,46.5,48.0,50.7,58.0,21.7,,22.6,21.9,20.8,,,,,,11.8
119,수원(농),2024-07-06 06:00:00,95.6,46.3,49.0,49.9,56.4,21.9,,22.9,22.5,20.9,,,,,,11.8
119,수원(농),2024-07-06 07:00:00,93.3,46.2,48.7,49.8,56.8,22.2,,23.0,22.6,20.9,,,,,,11.8
119,수원(농),2024-07-06 08:00:00,91.6,46.7,49.1,49.3,58.1,22.7,,23.8,24.1,20.9,,,,,,11.8
119,수원(농),2024-07-06 09:00:00,88.2,46.7,49.4,49.8,58.0,24.0,,25.3,27.0,20.9,,,,,,11.8
119,수원(농),2024-07-06 10:00:00,82.3,46.4,48.6,49.9,58.5,25.8,,27.0,29.5,20.9,,,,,,11.8
119,수원(농),2024-07-06 11:00:00,83.6,46.6,48.7,49.6,58.0,26.8,,27.5,26.7,20.9,,,,,,11.8
119,수원(농),2024-07-06 12:00:00,75.0,46.6,48.5,49.1,56.9,29.0,,30.0,32.7,21.0,,,,,,11.8
119,수원(농),2024-07-06 13:00:00,72.4,46.2,49.4,49.6,57.9,29.4,,30.4,33.9,21.0,,,,,,11.8
119,수원(농),2024-07-06 14:00:00,71.1,46.3,48.9,49.9,57.7,30.1,,32.4,37.4,21.0,,,,,,11.8
119,수원(농),2024-07-06 15:00:00,72.7,45.8,47.9,49.4,57.8,29.8,,30.0,33.8,21.0,,,,,,11.8
119,수원(농),2024-07-06 16:00:00,72.5,45.9,48.4,48.8,57.3,29.1,,28.1,30.7,21.0,,,,,,11.8
119,수원(농),2024-07-06 17:00:00,74.8,46.1,48.9,49.0,56.6,28.5,,28.1,31.1,21.0,,,,,,11.8
119,수원(농),2024-07-06 18:00:00,76.6,46.2,48.7,49.3,58.7,28.0,,26.7,28.7,21.0,,,,,,11.8
119,수원(농),2024-07-06 19:00:00,81.1,45.6,48.2,49.1,57.4,26.8,,25.8,27.2,20.9,,,,,,11.8
119,수원(농),2024-07-06 20:00:00,83.1,45.8,48.5,48.9,56.9,26.4,,25.5,26.6,20.9,,100.0,,,,11.8
119,수원(농),2024-07-06 21:00:00,86.1,46.1,48.6,49.2,57.9,25.7,,25.2,25.8,20.9,,100.0,,,,11.8
119,수원(농),2024-07-06 22:00:00,89.8,46.3,48.8,49.2,57.6,24.9,,24.9,24.3,20.9,,100.0,,,,11.8
119,수원(농),2024-07-06 23:00:00,90.1,46.0,48.4,49.9,58.6,24.3,,24.6,23.7,20.9,,100.0,,,,11.8
119,수원(농),2024-07-07 00:00:00,86.4,46.3,49.0,49.3,57.3,23.9,,23.9,23.2,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 01:00:00,88.0,46.1,48.1,49.6,57.5,23.0,,23.0,22.3,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 02:00:00,88.9,46.4,48.4,49.0,57.8,22.2,,22.5,21.1,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 03:00:00,89.7,45.9,48.9,49.6,58.6,21.5,,22.1,20.1,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 04:00:00,91.6,45.5,48.2,49.4,56.7,21.1,,21.8,19.6,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 05:00:00,92.6,46.2,48.4,48.4,56.6,21.1,,21.7,20.0,20.9,,100.0,,,,2.5
119,수원(농),2024-07-07 06:00:00,93.1,46.0,48.3,48.7,56.2,21.3,,22.2,21.1,20.9,,,,,,2.5
119,수원(농),2024-07-07 07:00:00,88.9,46.2,48.0,49.0,56.6,22.0,,22.7,22.1,20.9,,,,,,2.5
119,수원(농),2024-07-07 08:00:00,88.8,46.4,48.4,49.3,57.0,22.5,,23.6,24.1,20.9,,,,,,2.5
119,수원(농),2024-07-07 09:00:00,89.2,46.0,48.2,49.5,57.6,22.8,,24.1,23.8,20.9,,,,,,2.5
119,수원(농),2024-07-07 10:00:00,82.7,46.2,48.9,49.6,58.8,23.8,,25.3,26.4,21.0,,,,,,2.5
119,수원(농),2024-07-07 11:00:00,84.9,46.1,49.2,49.1,56.5,24.1,,25.4,26.4,21.0,,,,,,2.5
119,수원(농),2024-07-07 12:00:00,85.4,46.2,48.5,48.6,57.1,24.1,,26.0,26.7,21.0,,,,,,2.5
119,수원(농),2024-07-07 13:00:00,86.8,45.5,47.7,48.6,56.4,23.8,,26.4,27.3,21.0,,,,,,2.5
119,수원(농),2024-07-07 14:00:00,93.9,46.2,48.8,49.3,56.8,23.2,,26.4,25.4,21.0,,,,,,2.5
119,수원(농),2024-07-07 15:00:00,90.0,46.3,48.9,48.4,59.0,24.2,,27.4,27.5,21.0,,,,,,2.5
119,수원(농),2024-07-07 16:00:00,87.4,45.6,48.8,48.6,58.0,24.9,,26.5,26.1,21.0,,,,,,2.5
119,수원(농),2024-07-07 17:00:00,89.3,46.0,48.7,50.1,57.6,24.8,,25.6,25.1,21.0,,,,,,2.5
119,수원(농),2024-07-07 18:00:00,92.1,46.4,49.0,49.1,58.0,24.4,,25.6,25.0,21.0,,,,,,2.5
119,수원(농),2024-07-07 19:00:00,94.0,46.3,48.9,50.2,59.1,24.1,,25.2,24.3,21.0,,,,,,2.5
119,수원(농),2024-07-07 20:00:00,95.0,46.4,48.9,49.7,58.3,24.2,,24.9,24.3,21.0,,100.0,,,,2.5
119,수원(농),2024-07-07 21:00:00,92.9,45.9,48.3,49.6,56.7,24.5,,24.7,24.3,21.0,,100.0,,,,2.5
119,수원(농),2024-07-07 22:00:00,93.5,46.4,48.5,49.2,58.0,24.3,,24.5,24.1,21.0,,100.0,,,,2.5
